what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1770114264155
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1770114264161
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1770114264161
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1770114264163
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1770114264163
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1770114264163
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1770114264163
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1770114264165
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1770114264165
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1770114264165
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1770114264165
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1770114264167
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1770114264167
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1770114264169
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1770114264169
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1770114264169
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1770114264171
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1770114264171
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1770114264171
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1770114264171
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1770114264173
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1770114264173
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1770114264173
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1770114264173
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1770114264173
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1770114264173
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1770114264173
started,bundle,com.altera.sbtgui.integration,13.13.0.132,"com.altera.sbtgui.integration",1770114264185
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1770114264187
started,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1770114264187
started,bundle,com.altera.sbtgui.ui,13.13.0.132,"com.altera.sbtgui.ui",1770114264187
started,bundle,com.altera.systemconsole,13.13.0.132,"com.altera.systemconsole",1770114264187
started,bundle,com.altera.systemconsole.designs.plugin,13.13.0.132,"com.altera.systemconsole.designs.plugin",1770114264189
started,bundle,com.altera.utilities,13.13.0.132,"com.altera.utilities",1770114264189
os,sysinfo,,,"win32",1770114264189
arch,sysinfo,,,"x86",1770114264189
ws,sysinfo,,,"win32",1770114264189
locale,sysinfo,,,"fr_FR",1770114264189
processors,sysinfo,,,"8",1770114264189
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1770114264189
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1770114264189
java.specification.name,sysinfo,,,"Java Platform API Specification",1770114264189
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1770114264189
java.specification.version,sysinfo,,,"1.6",1770114264189
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1770114264189
java.version,sysinfo,,,"1.6.0_23",1770114264189
java.vm.info,sysinfo,,,"mixed mode",1770114264189
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1770114264189
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1770114264189
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1770114264189
java.vm.specification.version,sysinfo,,,"1.0",1770114264189
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1770114264189
java.vm.version,sysinfo,,,"19.0-b09",1770114264189
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1770114268161
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1770114268942
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1770114269113
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1770114269192
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1770114269192
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1770114269192
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770114272561
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1770114333022
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1770114333107
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1770114336590
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1770114346975
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770114370191
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1770114374295
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1770114374327
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1770114374485
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1770114374790
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770114383075
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770114439251
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1770114440671
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1770114441588
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1770114442251
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1770114442377
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770114448061
started,bundle,org.eclipse.core.databinding,1.4.0.I20110111-0800,"org.eclipse.core.databinding",1770114450492
started,bundle,org.eclipse.core.databinding.property,1.4.0.I20110222-0800,"org.eclipse.core.databinding.property",1770114450554
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770114469227
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1770114469259
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770114469611
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770114469674
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770114472095
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770114543412
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770114568687
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770114590053
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770114590337
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770114596059
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1770114599461
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1770114599461
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770114601348
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1770114605838
started,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1770114633477
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770114633807
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770114637024
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770114679388
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770114680983
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770115015270
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1770115022742
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770115024671
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770115100931
opened,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1770115110417
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1770115110890
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1770115110890
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --go, --accept-bad-sysid, /cygdrive/c/Users/fessome/Desktop/SoCTP/version5/SoC/software/cpt_seuil/cpt_seuil.elf] return code: 4, 'other error'",1770115126650
error,log,,,"Downloading ELF Process failed",1770115126660
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770115126692
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770115131025
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1770115151741
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1770115156674
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --go, --accept-bad-sysid, /cygdrive/c/Users/fessome/Desktop/SoCTP/version5/SoC/software/cpt_seuil/cpt_seuil.elf] return code: 4, 'other error'",1770115167287
error,log,,,"Downloading ELF Process failed",1770115167287
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770115167314
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770115170762
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770115180716
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770115185608
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1770115189883
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1770115192940
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770115195435
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770115199895
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770115204095
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770115205212
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770115207463
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770115275984
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770115291991
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770115308133
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1770115320892
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1770115326123
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --go, --accept-bad-sysid, /cygdrive/c/Users/fessome/Desktop/SoCTP/version5/SoC/software/cpt_seuil/cpt_seuil.elf] return code: 4, 'other error'",1770115336558
error,log,,,"Downloading ELF Process failed",1770115336564
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770115336583
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770115342579
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1770115352524
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770115376394
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770115376949
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1770115376975
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1770115388761
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1770115393818
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --go, --accept-bad-sysid, /cygdrive/c/Users/fessome/Desktop/SoCTP/version5/SoC/software/cpt_seuil/cpt_seuil.elf] return code: 4, 'other error'",1770115404355
error,log,,,"Downloading ELF Process failed",1770115404366
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770115404395
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770115419382
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1770115526406
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1770115764665
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1770115770157
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --go, --accept-bad-sysid, /cygdrive/c/Users/fessome/Desktop/SoCTP/version5/SoC/software/cpt_seuil/cpt_seuil.elf] return code: 4, 'other error'",1770115779650
error,log,,,"Downloading ELF Process failed",1770115779650
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770115779678
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770115822558
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1770115823307
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770115828633
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770115883780
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1770115884729
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1770115885259
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1770115886136
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770115892751
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770115912104
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770115915985
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770115921433
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770115923018
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770115924073
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1770115924215
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1770115924584
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1770115925645
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1770115925679
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1770115925679
stopped,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1770115925679
stopped,bundle,com.altera.sbtgui.ui,13.13.0.132,"com.altera.sbtgui.ui",1770115925683
stopped,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1770115925683
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1770115925683
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1770115925683
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1770115925683
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1770115925683
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1770115925683
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1770115925683
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1770115925741
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.search",1770115925782
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1770115925782
